Player,Pos,G,A,PIM,PPG,SHG,GWG,PP,SH,SOG,FOW,FOL,BLK,HIT,-9999
Jakub Lauko,C,2,8,32,0,0,0,0,0,43,7,9,24,176,laukoja01
Sam Malinski,D,3,7,6,1,0,1,1,0,31,0,0,22,14,malinsa01
Zach Parise,LW,5,5,8,0,0,1,2,0,50,13,30,25,20,parisza01
Jayden Struble,D,3,7,57,0,0,0,0,0,47,0,0,53,121,strubja01
Conor Timmins,D,1,9,18,0,0,0,2,0,25,0,0,28,34,timmico01
Arber Xhekaj,D,3,7,81,0,0,0,0,0,61,0,0,49,125,xhekaar01
Eric Robinson,LW,3,7,19,0,0,1,0,0,61,3,3,11,94,robiner01
Eric Robinson,LW,1,0,0,0,0,1,0,0,9,0,0,3,22,robiner01
Eric Robinson,LW,2,7,19,0,0,0,0,0,52,3,3,8,72,robiner01
Andrew Peeke,D,1,9,14,0,0,0,0,1,37,0,0,78,88,peekean01
Andrew Peeke,D,1,7,6,0,0,0,0,1,24,0,0,47,44,peekean01
Andrew Peeke,D,0,2,8,0,0,0,0,0,13,0,0,31,44,peekean01
Gustav Lindström,D,3,7,24,0,0,0,0,0,29,0,0,63,63,lindsgu01
Gustav Lindström,D,3,1,6,0,0,0,0,0,15,0,0,23,9,lindsgu01
Gustav Lindström,D,0,6,18,0,0,0,0,0,14,0,0,40,54,lindsgu01
Jamie Drysdale,D,3,7,8,1,0,0,1,1,55,0,0,43,26,drysdja01
Jamie Drysdale,D,1,4,4,0,0,0,0,1,21,0,0,16,8,drysdja01
Jamie Drysdale,D,2,3,4,1,0,0,1,0,34,0,0,27,18,drysdja01
Sebastian Aho,D,2,7,12,0,0,0,2,0,48,0,0,72,42,ahose02
Andreas Athanasiou,C,2,7,7,0,0,0,2,0,44,76,88,21,11,athanan01
Alex Barré-Boulet,F,6,3,10,2,0,0,0,0,46,14,14,8,26,barreal01
Zachary Bolduc,C,5,4,6,0,0,0,0,0,38,1,1,12,12,bolduza01
Matthew Coronato,RW,3,6,4,1,0,0,0,0,58,5,14,7,7,coronma01
Ty Dellandrea,C,2,7,23,0,0,0,0,0,53,93,131,17,63,dellaty01
Josh Doan,RW,5,4,0,0,0,1,0,0,23,5,7,7,7,doanjo01
Christian Dvorak,C,5,4,4,1,0,0,0,0,35,197,144,19,16,dvorach01
Ryker Evans,D,1,8,20,0,0,0,5,0,44,0,0,38,62,evansry01
Julien Gauthier,RW,5,4,8,0,0,1,0,0,32,3,5,17,63,gauthju01
Mark Giordano,D,3,6,49,0,0,1,0,0,59,0,0,86,51,giordma01
Dylan Holloway,C,6,3,29,1,0,0,0,0,56,27,20,14,91,hollody01
Zachary Jones,D,2,7,8,0,0,1,0,0,42,0,0,23,22,jonesza01
Joel Kiviranta,F,3,6,12,0,0,0,0,0,48,2,5,31,78,kivirjo01
Kaedan Korczak,D,1,8,8,0,0,0,1,0,32,0,0,31,43,korczka01
Kevin Labanc,RW,2,7,16,0,0,0,3,0,60,6,14,17,61,labanke01
Patrik Laine,RW,6,3,6,1,0,0,1,0,41,30,49,14,5,lainepa01
Vinni Lettieri,C,5,4,24,0,0,1,0,0,47,41,42,27,53,lettivi01
Jacob MacDonald,D,7,2,23,3,0,0,1,0,49,1,3,17,40,macdoja02
Kyle MacLean,F,4,5,11,0,0,0,0,0,26,105,142,6,60,macleky01
Josh Mahura,D,0,9,20,0,0,0,0,1,25,0,0,27,40,mahurjo01
Tyler Motte,C,6,3,28,0,2,2,0,0,83,78,77,41,97,mottety01
Fredrik Olofsson,LW,3,6,8,0,0,1,0,0,45,159,242,29,45,olofsfr01
Joshua Roy,RW,4,5,0,0,0,0,0,0,34,2,5,21,12,royjo01
Adam Ružička,C,3,6,12,0,0,1,4,0,35,86,97,16,11,ruzicad01
Adam Ružička,C,3,6,6,0,0,1,4,0,34,76,81,15,10,ruzicad01
Adam Ružička,C,0,0,6,0,0,0,0,0,1,10,16,1,1,ruzicad01
Jonas Siegenthaler,D,1,8,20,0,0,0,0,0,63,0,0,97,87,siegejo01
Jarred Tinordi,D,0,9,64,0,0,0,0,1,32,0,0,94,171,tinorja01
Olen Zellweger,D,2,7,4,0,0,0,2,0,34,0,0,38,14,zellwol01
Declan Chisholm,D,3,6,18,2,0,0,3,0,29,0,0,38,12,chishde01
Declan Chisholm,D,0,1,0,0,0,0,0,0,0,0,0,2,0,chishde01
Declan Chisholm,D,3,5,18,2,0,0,3,0,29,0,0,36,12,chishde01
Colin Miller,D,4,5,26,0,0,0,1,0,69,0,0,37,91,milleco02
Colin Miller,D,4,4,24,0,0,0,0,0,65,0,0,33,79,milleco02
Colin Miller,D,0,1,2,0,0,0,1,0,4,0,0,4,12,milleco02
Nikita Okhotyuk,D,1,8,48,0,0,1,0,0,52,0,0,80,147,okhotni01
Nikita Okhotyuk,D,1,7,44,0,0,1,0,0,48,0,0,72,125,okhotni01
Nikita Okhotyuk,D,0,1,4,0,0,0,0,0,4,0,0,8,22,okhotni01
Travis Boyd,C,2,6,2,0,0,1,0,0,12,23,20,10,10,boydtr01
Brendan Brisson,C,2,6,2,1,0,1,1,0,20,4,4,4,13,brissbr01
Jacob Bryson,D,1,7,8,0,0,0,0,0,15,0,0,40,17,brysoja01
Kyle Burroughs,D,2,6,71,0,0,1,1,0,79,0,0,134,233,burroky01
William Carrier,LW,6,2,16,0,0,0,0,0,65,7,8,16,90,carriwi01
Cole Guttman,C,4,4,7,2,0,0,1,0,50,60,60,14,11,guttmco01
Dryden Hunt,LW,3,5,7,0,0,1,0,0,33,2,3,6,73,huntdr01
Oliver Kylington,D,3,5,12,0,0,0,0,0,42,0,0,51,24,kylinol01
Matt Martin,LW,4,4,43,0,0,0,0,0,48,7,11,29,151,martima02
Dakota Mermis,D,3,5,33,0,0,0,0,0,42,0,0,59,45,mermida01
Connor Murphy,D,2,6,40,0,0,0,0,0,51,0,0,113,116,murphco02
Marco Scandella,D,2,6,15,0,1,1,0,0,42,0,0,49,70,scandma01
Parker Wotherspoon,D,0,8,31,0,0,0,0,0,32,0,0,67,84,wothepa01
Jesse Ylönen,RW,4,4,12,0,0,1,0,0,50,5,4,32,41,yloneje01
Ilya Lyubushkin,D,0,8,57,0,0,0,0,0,47,0,0,168,176,lyubuil01
Ilya Lyubushkin,D,0,4,51,0,0,0,0,0,38,0,0,138,112,lyubuil01
Ilya Lyubushkin,D,0,4,6,0,0,0,0,0,9,0,0,30,64,lyubuil01
Noel Acciari,C,4,3,10,0,0,1,0,0,59,313,261,85,124,acciano01
Nils Åman,C,3,4,8,0,0,0,0,0,28,72,86,22,31,amanni01
Pierre-Édouard Bellemare,LW,4,3,6,0,1,0,0,0,36,174,151,22,20,bellepi01
Sammy Blais,LW,1,6,31,0,0,0,0,0,33,2,7,19,194,blaissa01
Justin Brazeau,F,5,2,2,2,0,1,0,0,31,3,7,12,43,brazeju01
Mitchell Chaffee,F,4,3,4,0,0,0,0,0,27,0,4,20,88,chaffmi01
Travis Dermott,D,2,5,26,0,0,0,0,0,38,0,0,64,52,dermotr01
Dillon Dubé,C,3,4,8,1,0,0,0,0,42,26,23,18,35,dubedi01
Walker Duehr,F,2,5,6,0,0,0,0,0,29,1,5,13,67,duehrwa01
Dennis Gilbert,D,1,6,16,0,0,0,0,0,23,0,0,49,59,gilbede01
David Gustafsson,C,3,4,0,0,0,0,0,0,27,106,88,23,30,gustada01
Ryan Johnson,D,0,7,12,0,0,0,0,0,35,0,0,39,8,johnsry03
Noah Juulsen,D,1,6,22,0,0,0,0,0,30,0,0,85,164,juulsno01
Wyatt Kaiser,D,0,7,22,0,0,0,0,0,18,0,0,46,22,kaisewy01
Matthew Kessel,D,1,6,12,0,0,0,0,0,28,0,0,65,40,kessema01
Ryan Lomberg,LW,5,2,80,1,0,2,0,0,68,5,12,21,179,lombery01
Daniil Miromanov,D,3,4,8,0,0,0,2,0,46,0,0,34,7,miromda01
Daniil Miromanov,D,0,0,0,0,0,0,0,0,6,0,0,5,2,miromda01
Daniil Miromanov,D,3,4,8,0,0,0,2,0,40,0,0,29,5,miromda01
Mattias Samuelsson,D,1,6,26,0,0,1,0,0,44,0,0,87,106,samuema02
Luke Schenn,D,1,6,43,0,0,0,0,0,81,0,0,76,202,schenlu01
Michael Sgarbossa,C,4,3,2,0,0,1,1,0,27,58,68,3,16,sgarbmi01
Nikita Zaitsev,D,2,5,14,0,0,0,2,0,31,0,0,70,69,zaitsni01
Radim Zohorna,F,4,3,18,0,0,1,0,0,38,5,5,5,44,zohorra01
Brayden Pachal,D,2,5,51,0,0,0,0,1,52,0,0,68,129,pachabr01
Brayden Pachal,D,1,0,12,0,0,0,0,0,18,0,0,23,49,pachabr01
Brayden Pachal,D,1,5,39,0,0,0,0,1,34,0,0,45,80,pachabr01
Nick DeSimone,D,2,5,4,0,0,1,0,0,28,0,0,42,29,desimni01
Nick DeSimone,D,1,4,2,0,0,1,0,0,19,0,0,21,15,desimni01
Nick DeSimone,D,1,1,2,0,0,0,0,0,9,0,0,21,14,desimni01
Troy Stecher,D,1,6,32,0,0,0,0,0,51,0,0,77,67,stechtr01
Troy Stecher,D,1,4,24,0,0,0,0,0,45,0,0,67,52,stechtr01
Troy Stecher,D,0,2,8,0,0,0,0,0,6,0,0,10,15,stechtr01
Jonatan Berggren,RW,2,4,2,0,0,0,0,0,14,0,0,7,2,berggjo02
Filip Chytil,C,0,6,4,0,0,0,1,0,22,29,38,4,4,chytifi01
Brandt Clarke,D,2,4,10,0,0,1,3,0,31,0,0,21,6,clarkbr02
Joel Edmundson,D,1,5,23,0,0,0,0,0,46,0,0,65,80,edmunjo01
Joel Edmundson,D,1,5,19,0,0,0,0,0,41,0,0,49,59,edmunjo01
Joel Edmundson,D,0,0,4,0,0,0,0,0,5,0,0,16,21,edmunjo01
Travis Hamonic,D,2,4,40,0,0,0,0,0,50,0,0,75,54,hamontr01
Tyson Jost,C,3,3,10,0,0,0,0,0,48,86,116,20,44,jostty01
Ivan Miroshnichenko,LW,2,4,6,0,0,0,1,0,30,0,2,5,50,mirosiv01
Tomáš Nosek,C,2,4,6,0,0,0,0,0,38,121,112,20,33,nosekto01
Isaak Phillips,D,0,6,22,0,0,0,0,0,31,0,0,36,56,phillis01
Ryan Reaves,RW,4,2,49,0,0,0,0,0,26,1,0,17,165,reavery01
Carson Soucy,D,2,4,12,1,0,0,1,0,29,0,0,64,65,soucyca01
Jakub Vrána,LW,2,4,8,0,0,0,0,0,42,0,13,4,9,vranaja01
Oliver Wahlstrom,RW,2,4,8,1,0,0,1,0,41,5,7,22,35,wahlsol01
Zach Sanford,LW,0,6,6,0,0,0,1,0,24,42,77,19,24,sanfoza01
Zach Sanford,LW,0,2,4,0,0,0,0,0,9,4,13,8,7,sanfoza01
Zach Sanford,LW,0,4,2,0,0,0,1,0,15,38,64,11,17,sanfoza01
Erik Johnson,D,5,1,26,0,0,1,0,0,60,0,0,97,143,johnser01
Erik Johnson,D,3,0,24,0,0,1,0,0,40,0,0,68,93,johnser01
Erik Johnson,D,2,1,2,0,0,0,0,0,20,0,0,29,50,johnser01
Simon Benoit,D,1,4,56,0,0,0,0,0,52,0,0,102,246,benoisi01
Samuel Bolduc,D,2,3,6,1,0,0,0,0,32,0,0,40,44,boldusa01
Nick Bonino,C,1,4,8,0,0,0,0,0,31,207,199,78,10,boninni01
Haydn Fleury,D,1,4,20,0,0,0,0,0,25,0,0,40,31,fleurha01
Justin Holl,D,0,5,22,0,0,0,0,0,14,0,0,39,59,hollju01
Reese Johnson,F,2,3,40,0,0,0,0,0,51,42,39,16,109,johnsre01
Caleb Jones,D,0,5,8,0,0,0,0,0,19,0,0,26,34,jonesca01
Axel Jonsson-Fjällby,LW,2,3,0,0,0,1,0,0,23,1,1,7,30,jonssax01
John Klingberg,D,0,5,8,0,0,0,2,0,14,0,0,15,13,klingjo01
Brendan Lemieux,LW,3,2,64,0,0,1,0,0,29,4,11,6,71,lemiebr01
Jake Lucchini,F,2,3,23,0,0,0,0,0,22,45,58,14,22,lucchja01
John Ludvig,D,3,2,47,0,0,1,0,0,24,0,0,33,72,ludvijo01
Olle Lycksell,RW,1,4,6,0,0,0,0,0,29,2,3,4,4,lycksol01
Jacob Markström,G,0,5,0,0,0,0,2,0,0,0,0,0,0,marksja02
Emil Martinsen Lilleberg,D,0,5,16,0,0,0,0,0,31,0,0,48,105,martiem01
Scott Mayfield,D,0,5,35,0,0,0,0,0,36,0,0,106,70,mayfisc01
Matthew Phillips,F,1,4,0,0,0,0,0,0,21,1,2,15,8,phillma01
Matthew Phillips,F,1,4,0,0,0,0,0,0,17,1,2,14,7,phillma01
Matthew Phillips,F,0,0,0,0,0,0,0,0,4,0,0,1,1,phillma01
Jared Spurgeon,D,0,5,2,0,0,0,3,0,21,0,0,29,14,spurgja01
Marc Staal,D,1,4,14,0,0,0,0,0,20,0,0,44,31,staalma01
Dominic Toninato,C,1,4,6,0,0,1,0,0,12,52,57,9,26,tonindo01
Shane Wright,C,4,1,0,0,0,3,1,0,12,41,40,6,1,wrighsh01
Joel Hanley,D,1,4,30,0,0,0,0,0,19,0,0,47,48,hanlejo01
Joel Hanley,D,0,3,23,0,0,0,0,0,12,0,0,32,36,hanlejo01
Joel Hanley,D,1,1,7,0,0,0,0,0,7,0,0,15,12,hanlejo01
Jaret Anderson-Dolan,C,1,3,6,0,1,0,0,0,31,20,28,22,56,anderja01
Jaret Anderson-Dolan,C,1,3,6,0,1,0,0,0,29,20,27,21,53,anderja01
Jaret Anderson-Dolan,C,0,0,0,0,0,0,0,0,2,0,1,1,3,anderja01
Ethan Bear,D,1,3,10,0,0,1,0,0,24,0,0,31,16,bearet01
Louis Belpedio,D,2,2,0,0,0,1,0,0,12,0,0,18,16,belpelo01
Nicolas Deslauriers,LW,1,3,89,0,0,0,0,0,49,5,8,21,188,deslani01
Derek Forbort,D,0,4,17,0,0,0,0,0,22,0,0,65,68,forbode01
Jonah Gadjovich,LW,2,2,104,0,0,0,0,0,29,0,0,14,82,gadjojo01
Brendan Gaunce,C,2,2,6,0,0,0,0,0,24,98,84,8,49,gauncbr01
Taylor Hall,LW,2,2,4,0,0,1,1,0,20,6,3,3,7,hallta02
Jansen Harkins,C,0,4,21,0,0,0,0,0,37,2,0,13,74,harkija01
Ross Johnston,LW,1,3,117,0,0,0,0,0,44,3,3,27,139,johnsro02
Marat Khusnutdinov,C,1,3,6,1,0,0,0,0,6,49,54,9,16,khusnma01
Vladislav Kolyachonok,D,1,3,2,0,0,0,0,0,5,0,0,6,4,kolyavl01
William Lagesson,D,0,4,32,0,0,0,0,0,19,0,0,58,76,lageswi01
William Lagesson,D,0,4,19,0,0,0,0,0,12,0,0,39,56,lageswi01
William Lagesson,D,0,0,13,0,0,0,0,0,7,0,0,19,20,lageswi01
James Malatesta,LW,2,2,5,0,0,0,0,0,12,0,1,2,41,malatja01
Mason Morelli,F,3,1,0,1,0,0,0,0,9,2,4,6,21,morelma01
Matthew Nieto,LW,1,3,4,0,0,0,0,0,13,0,0,9,14,nietoma01
Tyler Pitlick,C,1,3,4,0,0,0,0,0,32,3,14,15,84,pitlity01
Jesse Puljujärvi,RW,3,1,6,0,0,0,0,0,29,1,5,6,40,puljuje01
Rasmus Ristolainen,D,1,3,8,0,0,0,0,0,46,0,0,45,56,ristora01
Kevin Rooney,C,3,1,2,0,0,0,0,0,27,97,111,29,65,rooneke01
Chad Ruhwedel,D,1,3,4,0,0,0,0,0,35,0,0,44,90,ruhwech01
Chad Ruhwedel,D,1,3,4,0,0,0,0,0,34,0,0,37,75,ruhwech01
Chad Ruhwedel,D,0,0,0,0,0,0,0,0,1,0,0,7,15,ruhwech01
Devin Shore,C,1,3,4,0,0,0,0,0,15,20,20,9,27,shorede01
Landon Slaggert,LW,1,3,4,0,0,0,0,0,14,0,5,6,16,slaggla01
Givani Smith,RW,1,3,40,0,0,0,0,0,31,2,3,12,87,smithgi01
Spencer Stastney,D,2,2,4,0,0,1,0,0,11,0,0,29,2,stastsp01
Akil Thomas,C,3,1,2,0,0,1,0,0,9,4,6,3,8,thomaak01
Alex Turcotte,C,1,3,6,0,0,0,0,0,14,21,21,10,7,turcoal02
Austin Watson,LW,2,2,93,0,0,0,0,0,17,0,4,20,85,watsoau01
Maxwell Willman,C,3,1,2,0,0,1,0,0,17,2,4,7,23,willmma01
Alexander Alexeyev,D,1,2,6,0,0,0,0,0,20,0,0,59,48,alexeal01
Uvis Balinskis,D,1,2,8,0,0,0,0,0,22,0,0,15,33,balinuv01
Jordan Binnington,G,0,3,8,0,0,0,0,0,0,0,0,0,0,binnijo01
Rourke Chartier,C,2,1,14,0,0,1,0,0,40,154,142,11,32,chartro01
Louis Crevier,D,0,3,4,0,0,0,0,0,18,0,0,50,30,crevilo01
Angus Crookshank,LW,2,1,4,0,0,1,0,0,20,0,0,8,20,crookan01
Marc Del Gaizo,D,0,3,2,0,0,0,0,0,8,0,0,10,20,delgama01
Trey Fix-Wolansky,RW,2,1,2,0,0,0,0,0,17,0,1,6,11,fixwotr01
Liam Foudy,C,0,3,2,0,0,0,0,0,7,0,0,4,8,foudyli01
Liam Foudy,C,0,0,0,0,0,0,0,0,0,0,0,0,2,foudyli01
Liam Foudy,C,0,3,2,0,0,0,0,0,7,0,0,4,6,foudyli01
James Hamblin,F,2,1,0,0,0,0,0,0,18,81,79,21,14,hamblja01
Vinnie Hinostroza,C,1,2,4,0,0,0,0,0,27,4,6,7,11,hinosvi01
Connor Ingram,G,0,3,0,0,0,0,0,0,0,0,0,0,0,ingraco01
Steven Lorentz,C,1,2,10,0,0,1,0,0,30,68,71,14,70,lorenst01
Tristan Luneau,D,1,2,4,0,0,0,0,0,11,0,0,4,9,luneatr01
Zack MacEwen,C,2,1,57,0,0,1,0,0,17,21,13,7,55,macewza01
Brock McGinn,LW,1,2,4,0,0,0,0,0,24,5,7,11,37,mcginbr01
Jakob Pelletier,LW,1,2,2,0,0,1,0,0,9,4,4,3,10,pelleja01
Sheldon Rempal,RW,2,1,4,1,0,0,0,0,16,0,0,3,0,rempash01
Anthony Richard,C,1,2,2,0,0,0,0,0,6,0,1,5,25,richaan01
Jonas Røndbjerg,RW,1,2,0,0,0,0,0,0,25,0,1,10,7,rondbjo01
Mason Shaw,C,1,2,34,0,0,0,0,0,21,7,1,6,29,shawma01
Ilya Solovyov,D,0,3,4,0,0,0,0,1,10,0,0,17,14,solovil01
Mitchell Stephens,C,2,1,4,0,0,0,0,0,16,75,60,7,8,stephmi01
Cam Talbot,G,0,3,4,0,0,0,1,0,0,0,0,0,0,talboca01
Logan Thompson,G,0,3,0,0,0,0,3,0,0,0,0,0,0,thomplo01
Kurtis MacDermid,D,2,1,73,0,0,1,0,0,16,2,0,11,83,macdeku01
Kurtis MacDermid,D,2,0,23,0,0,1,0,0,12,2,0,9,54,macdeku01
Kurtis MacDermid,D,0,1,50,0,0,0,0,0,4,0,0,2,29,macdeku01
Ben Meyers,F,1,2,6,0,0,0,0,0,12,43,53,3,34,meyerbe01
Ben Meyers,F,1,0,0,0,0,0,0,0,7,9,4,0,12,meyerbe01
Ben Meyers,F,0,2,6,0,0,0,0,0,5,34,49,3,22,meyerbe01
Nikita Alexandrov,C,0,2,4,0,0,0,0,0,15,37,54,7,29,alexani01
Ronald Attard,D,0,2,6,0,0,0,0,0,14,0,0,14,22,attarro01
Adam Beckman,LW,0,2,12,0,0,0,0,0,10,0,0,3,13,beckmad01
Matt Benning,D,0,2,14,0,0,0,0,0,13,0,0,29,19,bennima01
Brandon Biro,F,2,0,0,0,0,0,0,0,2,11,12,2,0,birobr01
Sergei Bobrovsky,G,0,2,4,0,0,0,2,0,0,0,0,0,0,bobrose01
Philip Broberg,D,0,2,0,0,0,0,1,0,6,0,0,10,4,brobeph01
Jake Christiansen,D,0,2,2,0,0,0,0,0,7,0,0,15,10,chrisja01
Maxwell Crozier,D,0,2,7,0,0,0,0,0,13,0,0,11,16,crozima01
Kirby Dach,C,0,2,0,0,0,0,0,0,3,3,5,0,3,dachki01
Adam Edstrom,C,2,0,2,0,0,0,0,0,7,0,0,2,30,edstrad01
Simon Edvinsson,D,1,1,4,0,0,0,0,0,13,0,0,25,26,edvinsi01
Adam Erne,LW,1,1,9,0,0,0,0,0,13,4,5,5,68,ernead01
Alexandar Georgiev,G,0,2,4,0,0,0,0,0,0,0,0,0,1,georgal01
Collin Graf,F,0,2,0,0,0,0,1,0,7,0,0,7,5,grafco01
Benoit-Olivier Groulx,C,0,2,22,0,0,0,0,0,32,121,154,30,101,groulbe01
Denis Gurianov,RW,1,1,0,0,0,0,0,0,26,0,0,6,14,guriade01
Denis Gurianov,RW,1,1,0,0,0,0,0,0,22,0,0,6,13,guriade01
Denis Gurianov,RW,0,0,0,0,0,0,0,0,4,0,0,0,1,guriade01
Daniil Gushchin,LW,1,1,0,0,0,0,0,0,4,0,1,7,2,gushcda01
Santeri Hatakka,D,0,2,4,0,0,0,0,0,12,0,0,12,14,hataksa01
Matthew Highmore,LW,0,2,0,0,0,0,0,0,1,2,2,4,3,highmma01
Lane Hutson,D,0,2,0,0,0,0,0,0,3,0,0,0,1,hutsola01
Cole Koepke,LW,0,2,0,0,0,0,0,0,9,0,0,1,23,koepkco01
Milan Lucic,LW,0,2,2,0,0,0,0,0,1,0,0,2,12,lucicmi01
Jaycob Megna,D,0,2,22,0,0,0,0,0,28,0,0,87,60,megnaja02
Carson Meyer,RW,1,1,2,0,0,0,0,0,10,0,0,2,37,meyerca01
Ian Mitchell,D,0,2,10,0,0,0,0,0,11,0,0,13,3,mitchia01
Sam Montembeault,G,0,2,0,0,0,0,1,0,0,0,0,0,0,montesa01
Jordan Oesterle,D,0,2,4,0,0,0,0,0,18,0,0,33,22,oestejo01
Liam Ohgren,LW,1,1,0,0,0,1,0,0,8,0,2,0,2,ohgreli01
Nic Petan,C,0,2,2,0,0,0,1,0,11,2,3,1,5,petanni01
Vasily Podkolzin,RW,0,2,8,0,0,0,0,0,20,3,5,3,70,podkova01
Vasiliy Ponomarev,C,1,1,0,0,0,0,0,0,1,5,4,1,0,ponomva01
Cayden Primeau,G,0,2,2,0,0,0,1,0,0,0,0,0,0,primeca01
Mikael Pyyhtia,LW,0,2,0,0,0,0,0,0,22,1,3,20,9,pyyhtmi01
Matt Rempe,C,1,1,71,0,0,1,0,0,12,4,4,5,50,rempema01
Lukáš Rousek,RW,0,2,0,0,0,0,0,0,4,3,0,7,5,rouselu01
Juuse Saros,G,0,2,2,0,0,0,1,0,0,0,0,0,0,sarosju01
Akira Schmid,G,0,2,2,0,0,0,1,0,0,0,0,0,0,schmiak01
Jiri Smejkal,F,1,1,4,0,0,0,0,0,10,11,16,13,32,smejkji01
Ilya Sorokin,G,0,2,0,0,0,0,1,0,0,0,0,0,0,sorokil01
Logan Stanley,D,1,1,36,0,0,0,0,0,29,0,0,40,45,stanllo01
Anthony Stolarz,G,0,2,2,0,0,0,1,0,1,0,0,0,0,stolaan01
Tyler Tucker,D,1,1,42,0,0,0,0,0,17,0,0,27,64,tuckety01
Riley Tufte,LW,1,1,2,0,0,1,0,0,7,1,1,2,8,tufteri01
Andrei Vasilevskiy,G,0,2,2,0,0,0,0,0,0,0,0,0,0,vasilan02
Karel Vejmelka,G,0,2,2,0,0,0,0,1,0,0,0,0,0,vejmeka01
Chris Wagner,C,1,1,9,0,0,0,0,0,16,36,26,5,30,wagnech01
Jake Allen,G,0,1,2,0,0,0,0,0,1,0,0,0,0,allenja01
Jake Allen,G,0,1,2,0,0,0,0,0,1,0,0,0,0,allenja01
Jake Allen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,allenja01
Frederik Andersen,G,0,1,0,0,0,0,0,0,0,0,0,0,0,anderfr01
Nicklas Bäckström,C,0,1,2,0,0,0,0,0,12,44,40,5,2,backsni02
Nick Blankenburg,D,1,0,4,0,0,0,0,0,10,0,0,15,21,blankni01
Patrick Brown,C,0,1,2,0,0,0,0,0,7,15,18,3,25,brownpa02
Nikita Chibrikov,RW,1,0,0,0,0,1,0,0,3,0,0,0,5,chibrni01
Kale Clague,D,0,1,2,0,0,0,0,0,2,0,0,0,1,claguka01
Sam Colangelo,RW,1,0,2,0,0,0,0,0,7,0,0,2,3,colansa01
Max Comtois,LW,0,1,0,0,0,0,0,0,1,0,0,0,0,comtoma01
Lukas Cormier,D,0,1,0,0,0,0,1,0,3,0,0,2,1,cormilu01
Logan Couture,C,0,1,4,0,0,0,0,0,7,46,50,8,8,coutulo01
Austin Czarnik,C,0,1,12,0,0,0,0,0,24,100,104,16,19,czarnau01
Nico Daws,G,0,1,0,0,0,0,0,0,0,0,0,0,0,dawsni01
Luca Del Bel Belluz,C,1,0,0,0,0,0,0,0,2,4,6,0,0,delbelu01
Thatcher Demko,G,0,1,0,0,0,0,0,1,0,0,0,0,0,demkoth01
Casey DeSmith,G,0,1,0,0,0,0,0,0,0,0,0,0,0,desmica01
Justin Dowling,C,1,0,0,0,0,0,0,0,3,4,9,1,1,dowliju01
Samuel Fagemo,LW,1,0,0,1,0,0,0,0,13,0,1,3,5,fagemsa01
Samuel Fagemo,LW,1,0,0,1,0,0,0,0,7,0,1,3,1,fagemsa01
Samuel Fagemo,LW,0,0,0,0,0,0,0,0,6,0,0,0,4,fagemsa01
Marc-André Fleury,G,0,1,4,0,0,0,0,0,0,0,0,0,0,fleurma01
Callan Foote,D,0,1,16,0,0,0,0,0,0,0,0,9,3,footeca01
Nolan Foote,LW,1,0,0,0,0,0,0,0,6,0,2,2,3,footeno01
Anton Forsberg,G,0,1,2,0,0,0,0,0,0,0,0,0,0,forsban01
Jean-Luc Foudy,C,1,0,0,0,0,0,0,0,2,0,0,0,0,foudyje01
Mark Friedman,D,0,1,21,0,0,0,0,0,16,0,0,35,33,friedma01
Byron Froese,C,0,1,4,0,0,0,0,0,17,59,47,8,22,froesby01
Cutter Gauthier,LW,0,1,0,0,0,0,0,0,3,0,1,0,0,gauthcu01
Brandon Gignac,C,1,0,0,0,0,0,0,0,7,24,29,7,5,gignabr01
Adam Ginning,D,1,0,0,0,0,0,0,0,6,0,0,9,18,ginniad01
Philipp Grubauer,G,0,1,4,0,0,0,0,1,0,0,0,0,0,grubaph01
Jonathan Gruden,C,1,0,5,0,0,0,0,0,9,4,8,5,35,grudejo02
Filip Gustavsson,G,0,1,0,0,0,0,0,0,0,0,0,0,0,gustafi01
Hardy Haman Aktell,D,0,1,2,0,0,0,0,0,5,0,0,5,11,hamanha01
Carter Hart,G,0,1,0,0,0,0,0,0,0,0,0,0,0,hartca01
Adin Hill,G,0,1,0,0,0,0,0,0,0,0,0,0,0,hillad01
Joel Hofer,G,0,1,4,0,0,0,0,0,1,0,0,0,0,hoferjo01
Daemon Hunt,D,0,1,0,0,0,0,0,0,7,0,0,17,8,huntda01
Ville Husso,G,0,1,0,0,0,0,0,0,0,0,0,0,0,hussovi01
Ruslan Iskhakov,C,0,1,0,0,0,0,1,0,2,0,0,0,0,iskharu01
Tristan Jarry,G,1,0,4,0,0,0,0,0,3,0,0,0,0,jarrytr01
Roby Jarventie,LW,0,1,4,0,0,0,0,0,5,11,24,6,5,jarvero01
Jan Jeník,RW,0,1,5,0,0,0,0,0,2,14,16,7,6,jenikja01
Lucas Johansen,D,0,1,4,0,0,0,0,0,4,0,0,7,1,johanlu01
Kaapo Kähkönen,G,0,1,4,0,0,0,1,0,0,0,0,0,0,kahkoka01
Kaapo Kähkönen,G,0,1,4,0,0,0,1,0,0,0,0,0,0,kahkoka01
Kaapo Kähkönen,G,0,0,0,0,0,0,0,0,0,0,0,0,0,kahkoka01
Miloš Kelemen,F,0,1,0,0,0,0,0,0,5,1,3,3,20,kelemmi01
Adam Klapka,F,1,0,19,0,0,0,0,0,4,0,1,3,21,klapkad01
